vec1,vec2,vec3,vec4,vec5,length,sentiment,label
-0.12752273678779602,0.11628098785877228,0.22830112278461456,-0.18975260853767395,-0.16636791825294495,8.0,0.8951089421928307,AI
0.025836683809757233,0.14499489963054657,0.18287819623947144,-0.155422180891037,-0.05392201244831085,9.0,0.950544475634384,AI
-0.04573410376906395,-0.07316634804010391,0.07131090760231018,-0.20920638740062714,0.03667020425200462,15.0,0.949517061192611,AI
-0.15878036618232727,0.05087496340274811,0.04367472976446152,-0.07818804681301117,0.03793008252978325,7.0,0.9483799578350861,AI
0.005422630347311497,-0.06561535596847534,-0.037162959575653076,-0.052784066647291183,0.08632607758045197,17.0,0.26961937273914927,AI
-0.14643113315105438,-0.002876079874113202,-0.20528589189052582,0.0722346231341362,0.0064810956828296185,29.0,0.3928093980763202,AI
-0.04137066379189491,-0.0996120274066925,0.04510580375790596,-0.10815075784921646,0.0828159749507904,12.0,0.7478894148104476,AI
-0.11724399030208588,0.020581282675266266,0.06282421946525574,-0.12906937301158905,-0.1158517375588417,9.0,0.8479760416611463,AI
-0.2303665280342102,0.050730135291814804,-0.07870478928089142,-0.016081074252724648,0.03978041931986809,54.0,0.4599424535573722,AI
0.02396303042769432,-0.02764837257564068,0.26758143305778503,-0.25675997138023376,-0.13822482526302338,37.0,0.684376920761586,AI
-0.004876392427831888,0.10707554966211319,0.23889921605587006,-0.20623968541622162,-0.0898699015378952,23.0,0.5542335097389344,AI
-0.07525952160358429,0.08625689148902893,0.2258741408586502,-0.23624329268932343,-0.0722665935754776,8.0,0.22713706588503424,AI
-0.18720638751983643,0.11522916704416275,0.12192864716053009,0.010724582709372044,-0.15480951964855194,21.0,0.30532384008076063,AI
0.04438391327857971,0.10770142078399658,0.13946391642093658,-0.13572217524051666,0.0999789759516716,8.0,0.34929362297515054,AI
-0.010907269082963467,0.15859919786453247,0.03823373094201088,-0.1895958036184311,-0.18919165432453156,31.0,0.1682568251756008,AI
-0.03742833063006401,0.2544746398925781,0.22226020693778992,-0.2055162489414215,-0.11041092872619629,48.0,0.9522296853739247,AI
0.04986961930990219,0.0172291100025177,0.20037546753883362,-0.2956673800945282,-0.009042306803166866,17.0,0.9668656835549164,AI
-0.30815601348876953,0.058965492993593216,0.2087739109992981,0.004980266559869051,-0.09282215684652328,54.0,0.9977684362911229,AI
-0.15987196564674377,-0.06172016263008118,0.1804778128862381,-0.07949833571910858,-0.001247980515472591,33.0,0.9911506629393435,AI
-0.005349239334464073,0.11636514216661453,0.17867477238178253,-0.11112291365861893,-0.0791473314166069,7.0,0.9306042377935583,AI
-0.16238616406917572,0.06477288901805878,0.07349879294633865,-0.049877800047397614,-0.20798644423484802,31.0,0.8928074474103006,AI
-0.22846558690071106,0.07995384186506271,0.35484370589256287,-0.27354174852371216,-0.07140558958053589,65.0,0.6395333266783301,AI
-0.038102250546216965,-0.07847347855567932,-0.028684651479125023,0.04393783211708069,0.12269197404384613,28.0,0.9965707542649297,AI
0.013387864455580711,0.10807506740093231,0.14353440701961517,-0.11599927395582199,0.07513464242219925,15.0,0.908546593455038,AI
-0.12167820334434509,0.1298210322856903,0.16401782631874084,-0.17431381344795227,-0.05782555788755417,10.0,0.33974464150995953,AI
-0.06555566936731339,0.03984377905726433,0.11636573076248169,-0.24833126366138458,-0.08695677667856216,47.0,0.3533338034944491,AI
-0.06750869750976562,-0.03822300583124161,-0.19276535511016846,0.001648214878514409,0.005996904335916042,23.0,0.4188556261650106,AI
-0.1011737510561943,0.06004207208752632,0.09938228875398636,-0.15370029211044312,0.122773177921772,20.0,0.2523611070103523,AI
-0.10276244580745697,0.12091916054487228,0.3923500180244446,-0.21574030816555023,-0.024175595492124557,38.0,0.45739461804935433,AI
-0.13116173446178436,0.12468456476926804,0.024132153019309044,-0.17874975502490997,-0.0022255065850913525,22.0,0.04490481860539719,AI
-0.11421550065279007,0.0691220611333847,-0.12362101674079895,-0.15829357504844666,-0.09877658635377884,64.0,0.9821705203011134,AI
-0.11034413427114487,0.027196399867534637,-0.01777283288538456,-0.01884244568645954,0.07771937549114227,28.0,0.49198595929722533,AI
0.03687804192304611,0.03085440956056118,0.17827454209327698,0.012994992546737194,-0.18502956628799438,15.0,0.5423140159452355,AI
0.0022597196511924267,0.054789647459983826,0.13932985067367554,-0.014158999547362328,0.014251627027988434,15.0,0.4626938111279906,AI
-0.05739786848425865,0.03940029442310333,0.28598281741142273,-0.072149358689785,0.04759938269853592,36.0,0.9861554033622425,AI
-0.07134278863668442,0.06735000014305115,0.21789075434207916,-0.1443510502576828,-0.1332925260066986,5.0,0.6828985198312814,AI
-0.10974793881177902,0.14306481182575226,0.32268279790878296,-0.22386281192302704,0.019315816462039948,17.0,0.716110478578907,AI
-0.027838537469506264,0.007495722267776728,0.005945945158600807,-0.03548480570316315,-0.06574840843677521,21.0,0.19282493945711177,AI
-0.19428889453411102,0.18962785601615906,0.17447766661643982,0.00889067817479372,0.03356920927762985,48.0,0.9999764430883602,AI
-0.00571095384657383,-0.07109512388706207,0.03210054337978363,-0.00020631469669751823,-0.0422673299908638,10.0,0.3426961269889899,AI
-0.12387540191411972,0.03380873426795006,0.08727151155471802,-0.06815847009420395,-0.04697570577263832,35.0,0.9931645775653893,AI
-0.060807548463344574,0.09986672550439835,0.23252876102924347,-0.20959340035915375,-0.05911337211728096,10.0,0.44628055856797866,AI
-0.014442650601267815,0.13005612790584564,0.19347283244132996,-0.19628925621509552,-0.08259087055921555,31.0,0.847671087415703,AI
-0.09581241011619568,0.0854763388633728,0.0830017700791359,-0.05764244496822357,-0.0349675789475441,24.0,0.7528410522132598,AI
-0.03693041577935219,0.06889927387237549,0.12562300264835358,-0.21068322658538818,0.07318340986967087,22.0,0.3135331551765673,AI
-0.10350991040468216,0.029238997027277946,-0.07258521765470505,0.1602717638015747,0.05988280847668648,45.0,0.12555576610790875,AI
-0.060596056282520294,0.022680658847093582,0.10061796009540558,-0.026554543524980545,-0.11156205832958221,30.0,0.9989842558641223,AI
-0.15217049419879913,0.04290660470724106,0.19153112173080444,-0.2661232352256775,-0.1711546927690506,66.0,0.9998601695171986,AI
-0.08622770756483078,0.028336798772215843,0.1628803014755249,-0.026698246598243713,0.040282681584358215,6.0,0.8080692443231526,AI
-0.0022865869104862213,0.035706330090761185,0.21906159818172455,-0.14684902131557465,0.05391060188412666,23.0,0.9538512342539375,AI
0.022463014349341393,0.004895337857306004,-0.09132712334394455,-0.029385071247816086,0.07169713079929352,10.0,0.742416094147557,AI
-0.0406070202589035,0.1290299892425537,0.08450857549905777,-0.09957139939069748,-0.02068440616130829,39.0,0.9996791701896036,AI
0.006905111018568277,-0.009799930267035961,0.10864181071519852,-0.06802377849817276,0.0603937953710556,25.0,0.9545240390963285,AI
-0.08720619976520538,0.1348024159669876,0.25555533170700073,-0.06057270988821983,0.03419091925024986,25.0,0.80746275729684,AI
-0.112698495388031,0.007131996564567089,0.11631328612565994,-0.038501985371112823,-0.12185972183942795,13.0,0.9796892006611723,AI
-0.13018131256103516,0.11596112698316574,0.09422364085912704,-0.011467436328530312,-0.08490479737520218,29.0,0.9983827865165736,AI
-0.25595980882644653,0.1338624358177185,0.04609627276659012,-0.11755912005901337,-0.11023427546024323,33.0,0.026742308447327612,AI
-0.0335141122341156,0.1912667453289032,0.17075364291667938,-0.024765202775597572,-0.010794359259307384,20.0,0.8337296615611594,AI
-0.07853979617357254,0.03420976549386978,0.2829543650150299,-0.042350273579359055,-0.15440057218074799,24.0,0.3477933591229133,AI
-0.136833056807518,0.06435456871986389,0.2261912077665329,-0.09503892064094543,-0.06689479202032089,21.0,0.2556192915844181,AI
-0.06119326502084732,0.06422550231218338,0.04421517252922058,-0.04697055742144585,-0.05118146166205406,10.0,0.433265427096035,AI
0.01472899317741394,-0.08119305223226547,0.10300247371196747,-0.08302276581525803,-0.021282196044921875,19.0,0.30619969574537376,AI
0.05485137552022934,0.10242123156785965,0.1293105185031891,-0.12120258063077927,0.04936015605926514,31.0,0.16626113491002592,AI
-0.02249344252049923,0.07615147531032562,0.04275305196642876,-0.13671715557575226,0.020166777074337006,12.0,0.32652407311390363,AI
-0.08077064156532288,0.03015829436480999,0.14620336890220642,-0.22077268362045288,-0.17792659997940063,54.0,0.9999502099208716,AI
-0.12319120764732361,0.07896678149700165,0.11995217949151993,-0.07766179740428925,0.05996481701731682,34.0,0.9925657659591427,AI
-0.05442887917160988,-0.05441481992602348,0.02137673832476139,0.07057434320449829,0.09872698783874512,31.0,0.59518143587057,AI
-0.08185117691755295,0.12788687646389008,0.22983090579509735,-0.33319327235221863,-0.04865702986717224,40.0,0.9816091199858095,AI
-0.07645593583583832,-0.004995444323867559,0.10091090947389603,-0.08991648256778717,-0.10628672689199448,24.0,0.7598996160129541,AI
0.059243425726890564,0.08039993792772293,0.3591766059398651,-0.17208796739578247,-0.047335706651210785,12.0,0.8431752382108707,AI
-0.11832043528556824,0.0595940500497818,0.020827436819672585,-0.12353342771530151,-0.11483531445264816,10.0,0.1757163558148579,AI
0.008372597396373749,-0.011706837452948093,0.16846445202827454,-0.1701190173625946,-0.10701501369476318,33.0,0.9424279973983792,AI
-0.10571698099374771,0.16826669871807098,0.1905878186225891,-0.19828905165195465,-0.007750241551548243,51.0,0.8365148524088932,AI
-0.1425430327653885,0.14223790168762207,0.3551803231239319,-0.14912258088588715,-0.04275261610746384,35.0,0.9976727050419533,AI
-0.031367227435112,0.09224073588848114,0.07026531547307968,-0.2329326868057251,-0.0007523148669861257,23.0,0.19643640150013097,AI
-0.04346369951963425,0.16758133471012115,0.18218140304088593,-0.1223323792219162,0.014026944525539875,17.0,0.5237010263675054,AI
-0.08164705336093903,0.15102718770503998,0.1081310510635376,-0.018018309026956558,-0.0264301598072052,38.0,0.9645727949324702,AI
-0.09670603275299072,0.02321035973727703,0.0699884369969368,-0.1349121332168579,-0.12254294008016586,45.0,0.5713924960326168,AI
-0.11033060401678085,0.1952906847000122,0.11393138021230698,-0.19189907610416412,-0.004399092867970467,23.0,0.05822291249313294,AI
-0.10936449468135834,0.13090482354164124,0.2851076126098633,-0.2521952688694,-0.17469631135463715,48.0,0.9744429690532062,AI
-0.1069527119398117,0.10422179847955704,0.10043468326330185,-0.053374215960502625,-0.03459998592734337,24.0,0.8152448128959725,AI
0.03523743525147438,0.23108185827732086,0.3602798283100128,-0.18035368621349335,-0.12944737076759338,19.0,0.9398922658934793,AI
-0.10774604976177216,0.03706449270248413,0.3182833790779114,-0.025706736370921135,-0.009153868071734905,5.0,0.8623218777387431,AI
-0.018872229382395744,0.06227727234363556,0.22109675407409668,-0.1352987140417099,-0.11666453629732132,8.0,0.9792402405280408,AI
0.11438818275928497,0.02452581189572811,0.18107305467128754,-0.1010441780090332,0.03265416622161865,8.0,0.31507757471846143,AI
-0.03914054483175278,0.02075773850083351,0.05793427675962448,-0.031306732445955276,-0.06851983815431595,41.0,0.9870741750779674,AI
0.049969036132097244,-0.06117743253707886,0.07159850746393204,0.05153384432196617,0.03658183664083481,5.0,0.7057847059038755,AI
-0.21964426338672638,-0.11489073932170868,0.013001563027501106,0.02356957271695137,0.19596724212169647,30.0,0.8496927152266295,AI
-0.12613624334335327,0.02428772673010826,-0.09838709980249405,0.04695181921124458,0.03478790074586868,18.0,0.15423480096063902,AI
-0.07517469674348831,0.0011762072099372745,0.13803228735923767,-0.07106076180934906,0.04187359660863876,18.0,0.7616543344380251,AI
-0.07305262982845306,0.05302044004201889,0.3357485830783844,-0.22806523740291595,-0.047452062368392944,24.0,0.8369307719916652,AI
-0.16934019327163696,0.03931165859103203,0.07323655486106873,-0.09867142885923386,-0.10811355710029602,25.0,0.9940111430620131,AI
-0.032753948122262955,0.11284854263067245,0.02258584089577198,-0.056527744978666306,-0.10787414759397507,31.0,0.63778189849513,AI
-0.028699370101094246,0.006646271795034409,0.03509344905614853,-0.023975765332579613,-0.0339481420814991,21.0,0.2418820238517544,AI
-0.10977454483509064,0.20200465619564056,0.10002101212739944,0.015775321051478386,0.03561650216579437,28.0,0.988217605212675,AI
0.06664825230836868,0.07534746825695038,0.22180458903312683,-0.0905596911907196,-0.11990544945001602,10.0,0.3701749946345918,AI
-0.06139509379863739,0.014280981384217739,0.2149406373500824,-0.12937963008880615,0.002508891513571143,7.0,0.4688160481081203,AI
0.09491202235221863,0.11520826071500778,0.0715612918138504,-0.1262863278388977,0.04808088019490242,28.0,0.04231121964135964,AI
0.06968583166599274,0.09333150833845139,0.22870832681655884,-0.12937507033348083,-0.0043553696013987064,16.0,0.7964623604169269,AI
-0.15528257191181183,0.03600733354687691,-0.053862810134887695,-0.0049533117562532425,0.04456919804215431,14.0,0.6293137051575385,AI
